case_id,conflict_idx,condition,n_tokens,errored
0xd26203a216e00903,1,no-skill,695,0
0xd26203a216e00903,1,skill-v1-sys,1019,0
0xd26203a216e00903,1,skill-v1-user,1040,0
0x18948cfdf98e7286,1,no-skill,501,0
0x18948cfdf98e7286,1,skill-v1-sys,825,0
0x18948cfdf98e7286,1,skill-v1-user,846,0
0xe48a63f764a90173,1,no-skill,428,0
0xe48a63f764a90173,1,skill-v1-sys,752,0
0xe48a63f764a90173,1,skill-v1-user,773,0
0x561b75772719786e,1,no-skill,498,0
0x561b75772719786e,1,skill-v1-sys,822,0
0x561b75772719786e,1,skill-v1-user,843,0
0x83b21f28e9e380bc,1,no-skill,446,0
0x83b21f28e9e380bc,1,skill-v1-sys,770,0
0x83b21f28e9e380bc,1,skill-v1-user,791,0
0x42f4bea5f118f1e5,1,no-skill,527,0
0x42f4bea5f118f1e5,1,skill-v1-sys,851,0
0x42f4bea5f118f1e5,1,skill-v1-user,872,0
0x9d3d4a381917d3a1,1,no-skill,397,0
0x9d3d4a381917d3a1,1,skill-v1-sys,721,0
0x9d3d4a381917d3a1,1,skill-v1-user,742,0
0x2b5cff3b5bd7f58a,1,no-skill,1291,0
0x2b5cff3b5bd7f58a,1,skill-v1-sys,1615,0
0x2b5cff3b5bd7f58a,1,skill-v1-user,1636,0
0x14c97670ecb87225,1,no-skill,488,0
0x14c97670ecb87225,1,skill-v1-sys,812,0
0x14c97670ecb87225,1,skill-v1-user,833,0
0xf692a503a3f19391,1,no-skill,598,0
0xf692a503a3f19391,1,skill-v1-sys,922,0
0xf692a503a3f19391,1,skill-v1-user,943,0
0x2c619247ac4d41d0,1,no-skill,659,0
0x2c619247ac4d41d0,1,skill-v1-sys,983,0
0x2c619247ac4d41d0,1,skill-v1-user,1004,0
0x36a5e44e7554ff9d,1,no-skill,572,0
0x36a5e44e7554ff9d,1,skill-v1-sys,896,0
0x36a5e44e7554ff9d,1,skill-v1-user,917,0
0xe6d0c1ea041615fc,1,no-skill,630,0
0xe6d0c1ea041615fc,1,skill-v1-sys,954,0
0xe6d0c1ea041615fc,1,skill-v1-user,975,0
0x38d0f371af408716,1,no-skill,416,0
0x38d0f371af408716,1,skill-v1-sys,740,0
0x38d0f371af408716,1,skill-v1-user,761,0
0xf108420bbffdbff6,1,no-skill,563,0
0xf108420bbffdbff6,1,skill-v1-sys,887,0
0xf108420bbffdbff6,1,skill-v1-user,908,0
0x52e8126ecd5abed6,1,no-skill,848,0
0x52e8126ecd5abed6,1,skill-v1-sys,1172,0
0x52e8126ecd5abed6,1,skill-v1-user,1193,0
0x90944a6a683c4a0,1,no-skill,925,0
0x90944a6a683c4a0,1,skill-v1-sys,1249,0
0x90944a6a683c4a0,1,skill-v1-user,1270,0
0xf9ee0c3f54223fc1,1,no-skill,589,0
0xf9ee0c3f54223fc1,1,skill-v1-sys,913,0
0xf9ee0c3f54223fc1,1,skill-v1-user,934,0
0xd0af4ae1fff37bf3,1,no-skill,641,0
0xd0af4ae1fff37bf3,1,skill-v1-sys,965,0
0xd0af4ae1fff37bf3,1,skill-v1-user,986,0
0x8174e49b831a1fc4,1,no-skill,461,0
0x8174e49b831a1fc4,1,skill-v1-sys,785,0
0x8174e49b831a1fc4,1,skill-v1-user,806,0
0x88b4696a9613f3ec,1,no-skill,812,0
0x88b4696a9613f3ec,1,skill-v1-sys,1136,0
0x88b4696a9613f3ec,1,skill-v1-user,1157,0
0x1150ce1541e0163a,1,no-skill,424,0
0x1150ce1541e0163a,1,skill-v1-sys,748,0
0x1150ce1541e0163a,1,skill-v1-user,769,0
0x1b369128e20fcf5d,1,no-skill,408,0
0x1b369128e20fcf5d,1,skill-v1-sys,732,0
0x1b369128e20fcf5d,1,skill-v1-user,753,0
0x340ab25360f9baf6,1,no-skill,638,0
0x340ab25360f9baf6,1,skill-v1-sys,962,0
0x340ab25360f9baf6,1,skill-v1-user,983,0
0xdeeefcd36fbb63bb,1,no-skill,516,0
0xdeeefcd36fbb63bb,1,skill-v1-sys,840,0
0xdeeefcd36fbb63bb,1,skill-v1-user,861,0
0x75cc66754741062d,1,no-skill,761,0
0x75cc66754741062d,1,skill-v1-sys,1085,0
0x75cc66754741062d,1,skill-v1-user,1106,0
0xd5d200ec02a2d705,1,no-skill,495,0
0xd5d200ec02a2d705,1,skill-v1-sys,819,0
0xd5d200ec02a2d705,1,skill-v1-user,840,0
0x7b68e62a841fe4af,1,no-skill,9576,0
0x7b68e62a841fe4af,1,skill-v1-sys,9900,0
0x7b68e62a841fe4af,1,skill-v1-user,9921,0
0xcc8aae107dc2c4ce,1,no-skill,426,0
0xcc8aae107dc2c4ce,1,skill-v1-sys,750,0
0xcc8aae107dc2c4ce,1,skill-v1-user,771,0
0x37b95b4c06be4e29,1,no-skill,448,0
0x37b95b4c06be4e29,1,skill-v1-sys,772,0
0x37b95b4c06be4e29,1,skill-v1-user,793,0
0x6250819211b89297,1,no-skill,626,0
0x6250819211b89297,1,skill-v1-sys,950,0
0x6250819211b89297,1,skill-v1-user,971,0
0x2495719aaa9f5b4e,1,no-skill,425,0
0x2495719aaa9f5b4e,1,skill-v1-sys,749,0
0x2495719aaa9f5b4e,1,skill-v1-user,770,0
0x44d2d7e29d5129a5,1,no-skill,701,0
0x44d2d7e29d5129a5,1,skill-v1-sys,1025,0
0x44d2d7e29d5129a5,1,skill-v1-user,1046,0
0xc5fa1b53a03240eb,1,no-skill,474,0
0xc5fa1b53a03240eb,1,skill-v1-sys,798,0
0xc5fa1b53a03240eb,1,skill-v1-user,819,0
0x232540b03957bf27,1,no-skill,461,0
0x232540b03957bf27,1,skill-v1-sys,785,0
0x232540b03957bf27,1,skill-v1-user,806,0
0xeb77bb6b3e2378bd,1,no-skill,1557,0
0xeb77bb6b3e2378bd,1,skill-v1-sys,1881,0
0xeb77bb6b3e2378bd,1,skill-v1-user,1902,0
0xca4ceebd9563ca94,1,no-skill,401,0
0xca4ceebd9563ca94,1,skill-v1-sys,725,0
0xca4ceebd9563ca94,1,skill-v1-user,746,0
0xc29dded219660394,1,no-skill,422,0
0xc29dded219660394,1,skill-v1-sys,746,0
0xc29dded219660394,1,skill-v1-user,767,0
0x5d5a240020535f7e,1,no-skill,930,0
0x5d5a240020535f7e,1,skill-v1-sys,1254,0
0x5d5a240020535f7e,1,skill-v1-user,1275,0
0xaf00105ac2845dd6,1,no-skill,418,0
0xaf00105ac2845dd6,1,skill-v1-sys,742,0
0xaf00105ac2845dd6,1,skill-v1-user,763,0
0x5831de3f04934bb4,1,no-skill,428,0
0x5831de3f04934bb4,1,skill-v1-sys,752,0
0x5831de3f04934bb4,1,skill-v1-user,773,0
0xb4f7e8996efa95ef,1,no-skill,916,0
0xb4f7e8996efa95ef,1,skill-v1-sys,1240,0
0xb4f7e8996efa95ef,1,skill-v1-user,1261,0
0xe52da69f99db2492,1,no-skill,892,0
0xe52da69f99db2492,1,skill-v1-sys,1216,0
0xe52da69f99db2492,1,skill-v1-user,1237,0
0x136e2e88e3e7f17d,1,no-skill,888,0
0x136e2e88e3e7f17d,1,skill-v1-sys,1212,0
0x136e2e88e3e7f17d,1,skill-v1-user,1233,0
0x89794307b8ffef7f,1,no-skill,417,0
0x89794307b8ffef7f,1,skill-v1-sys,741,0
0x89794307b8ffef7f,1,skill-v1-user,762,0
0x778c7561289aec68,1,no-skill,490,0
0x778c7561289aec68,1,skill-v1-sys,814,0
0x778c7561289aec68,1,skill-v1-user,835,0
0x7c443bf660fcb416,1,no-skill,639,0
0x7c443bf660fcb416,1,skill-v1-sys,963,0
0x7c443bf660fcb416,1,skill-v1-user,984,0
0xddd3579aca298975,1,no-skill,564,0
0xddd3579aca298975,1,skill-v1-sys,888,0
0xddd3579aca298975,1,skill-v1-user,909,0
0x7deef193d6e3569c,1,no-skill,339,0
0x7deef193d6e3569c,1,skill-v1-sys,663,0
0x7deef193d6e3569c,1,skill-v1-user,684,0
0xb5e293738e67a4ee,1,no-skill,509,0
0xb5e293738e67a4ee,1,skill-v1-sys,833,0
0xb5e293738e67a4ee,1,skill-v1-user,854,0
0xffc9564764855a9e,1,no-skill,1000,0
0xffc9564764855a9e,1,skill-v1-sys,1324,0
0xffc9564764855a9e,1,skill-v1-user,1345,0
0xabe1146206e55ba9,1,no-skill,1695,0
0xabe1146206e55ba9,1,skill-v1-sys,2019,0
0xabe1146206e55ba9,1,skill-v1-user,2040,0
0x7c3a1aeb047edcd3,1,no-skill,400,0
0x7c3a1aeb047edcd3,1,skill-v1-sys,724,0
0x7c3a1aeb047edcd3,1,skill-v1-user,745,0
0x2da74313b234d6a5,1,no-skill,1069,0
0x2da74313b234d6a5,1,skill-v1-sys,1393,0
0x2da74313b234d6a5,1,skill-v1-user,1414,0
0xd4a22d3b351218ae,1,no-skill,636,0
0xd4a22d3b351218ae,1,skill-v1-sys,960,0
0xd4a22d3b351218ae,1,skill-v1-user,981,0
0xadcf59e85617f6a5,1,no-skill,754,0
0xadcf59e85617f6a5,1,skill-v1-sys,1078,0
0xadcf59e85617f6a5,1,skill-v1-user,1099,0
0xadf26fba61d56578,1,no-skill,582,0
0xadf26fba61d56578,1,skill-v1-sys,906,0
0xadf26fba61d56578,1,skill-v1-user,927,0
0x458ff1cfc72eef1f,1,no-skill,608,0
0x458ff1cfc72eef1f,1,skill-v1-sys,932,0
0x458ff1cfc72eef1f,1,skill-v1-user,953,0
0xb85eef5045ad63c1,1,no-skill,818,0
0xb85eef5045ad63c1,1,skill-v1-sys,1142,0
0xb85eef5045ad63c1,1,skill-v1-user,1163,0
0x94336b3a4f653e9a,1,no-skill,551,0
0x94336b3a4f653e9a,1,skill-v1-sys,875,0
0x94336b3a4f653e9a,1,skill-v1-user,896,0
0x6c27b31a49a3aae,1,no-skill,538,0
0x6c27b31a49a3aae,1,skill-v1-sys,862,0
0x6c27b31a49a3aae,1,skill-v1-user,883,0
0xda853d9af0ea3f92,1,no-skill,365,0
0xda853d9af0ea3f92,1,skill-v1-sys,689,0
0xda853d9af0ea3f92,1,skill-v1-user,710,0
0xa34d7572dd9521c7,1,no-skill,548,0
0xa34d7572dd9521c7,1,skill-v1-sys,872,0
0xa34d7572dd9521c7,1,skill-v1-user,893,0
0x59c12c2369701b7b,1,no-skill,842,0
0x59c12c2369701b7b,1,skill-v1-sys,1166,0
0x59c12c2369701b7b,1,skill-v1-user,1187,0
0x4e8b3302437005be,1,no-skill,626,0
0x4e8b3302437005be,1,skill-v1-sys,950,0
0x4e8b3302437005be,1,skill-v1-user,971,0
0x503c880af149a025,1,no-skill,9576,0
0x503c880af149a025,1,skill-v1-sys,9900,0
0x503c880af149a025,1,skill-v1-user,9921,0
0x7d59721bacb2c2da,1,no-skill,576,0
0x7d59721bacb2c2da,1,skill-v1-sys,900,0
0x7d59721bacb2c2da,1,skill-v1-user,921,0
0xf2b53bce2d8d3d69,1,no-skill,775,0
0xf2b53bce2d8d3d69,1,skill-v1-sys,1099,0
0xf2b53bce2d8d3d69,1,skill-v1-user,1120,0
0x8411ad524792bcbe,1,no-skill,426,0
0x8411ad524792bcbe,1,skill-v1-sys,750,0
0x8411ad524792bcbe,1,skill-v1-user,771,0
0x76cf746c436dd441,1,no-skill,411,0
0x76cf746c436dd441,1,skill-v1-sys,735,0
0x76cf746c436dd441,1,skill-v1-user,756,0
0x9072bd439a9619fe,1,no-skill,511,0
0x9072bd439a9619fe,1,skill-v1-sys,835,0
0x9072bd439a9619fe,1,skill-v1-user,856,0
0x11020924535758fe,1,no-skill,476,0
0x11020924535758fe,1,skill-v1-sys,800,0
0x11020924535758fe,1,skill-v1-user,821,0
0x545c565eee00531f,1,no-skill,399,0
0x545c565eee00531f,1,skill-v1-sys,723,0
0x545c565eee00531f,1,skill-v1-user,744,0
0xd8649b3046ad56bc,1,no-skill,1132,0
0xd8649b3046ad56bc,1,skill-v1-sys,1456,0
0xd8649b3046ad56bc,1,skill-v1-user,1477,0
0x9f5e95d674421dca,1,no-skill,478,0
0x9f5e95d674421dca,1,skill-v1-sys,802,0
0x9f5e95d674421dca,1,skill-v1-user,823,0
0x969e81539551b156,1,no-skill,506,0
0x969e81539551b156,1,skill-v1-sys,830,0
0x969e81539551b156,1,skill-v1-user,851,0
0x31f1e2620f51c66e,1,no-skill,1246,0
0x31f1e2620f51c66e,1,skill-v1-sys,1570,0
0x31f1e2620f51c66e,1,skill-v1-user,1591,0
0x848d2da6d45f488d,1,no-skill,1819,0
0x848d2da6d45f488d,1,skill-v1-sys,2143,0
0x848d2da6d45f488d,1,skill-v1-user,2164,0
0x4c32b299cc9eeba4,1,no-skill,425,0
0x4c32b299cc9eeba4,1,skill-v1-sys,749,0
0x4c32b299cc9eeba4,1,skill-v1-user,770,0
0x7048d7d95944c8ca,1,no-skill,734,0
0x7048d7d95944c8ca,1,skill-v1-sys,1058,0
0x7048d7d95944c8ca,1,skill-v1-user,1079,0
0x44ede9c74ff20a9b,1,no-skill,519,0
0x44ede9c74ff20a9b,1,skill-v1-sys,843,0
0x44ede9c74ff20a9b,1,skill-v1-user,864,0
0xb21eebf12c47c4ba,1,no-skill,496,0
0xb21eebf12c47c4ba,1,skill-v1-sys,820,0
0xb21eebf12c47c4ba,1,skill-v1-user,841,0
0x53df255a6ef1118e,1,no-skill,483,0
0x53df255a6ef1118e,1,skill-v1-sys,807,0
0x53df255a6ef1118e,1,skill-v1-user,828,0
0x8b71aa7e655910f8,1,no-skill,540,0
0x8b71aa7e655910f8,1,skill-v1-sys,864,0
0x8b71aa7e655910f8,1,skill-v1-user,885,0
0x351347044bf9d918,1,no-skill,1676,0
0x351347044bf9d918,1,skill-v1-sys,2000,0
0x351347044bf9d918,1,skill-v1-user,2021,0
0xf47c8c64b813251,1,no-skill,397,0
0xf47c8c64b813251,1,skill-v1-sys,721,0
0xf47c8c64b813251,1,skill-v1-user,742,0
0x6712e9463b4ac896,1,no-skill,780,0
0x6712e9463b4ac896,1,skill-v1-sys,1104,0
0x6712e9463b4ac896,1,skill-v1-user,1125,0
0x335fa14f47750fff,1,no-skill,686,0
0x335fa14f47750fff,1,skill-v1-sys,1010,0
0x335fa14f47750fff,1,skill-v1-user,1031,0
0xd60bd4f715973fdf,1,no-skill,762,0
0xd60bd4f715973fdf,1,skill-v1-sys,1086,0
0xd60bd4f715973fdf,1,skill-v1-user,1107,0
0xfe236c5fc991b396,1,no-skill,606,0
0xfe236c5fc991b396,1,skill-v1-sys,930,0
0xfe236c5fc991b396,1,skill-v1-user,951,0
0x14d1466c4d3b5f8f,1,no-skill,548,0
0x14d1466c4d3b5f8f,1,skill-v1-sys,872,0
0x14d1466c4d3b5f8f,1,skill-v1-user,893,0
0xbb13ad990a5ac36,1,no-skill,512,0
0xbb13ad990a5ac36,1,skill-v1-sys,836,0
0xbb13ad990a5ac36,1,skill-v1-user,857,0
0xc8ce6cbf9ac91c14,1,no-skill,787,0
0xc8ce6cbf9ac91c14,1,skill-v1-sys,1111,0
0xc8ce6cbf9ac91c14,1,skill-v1-user,1132,0
0x96d960b67800219f,1,no-skill,672,0
0x96d960b67800219f,1,skill-v1-sys,996,0
0x96d960b67800219f,1,skill-v1-user,1017,0
0xe6b0fb8a718080a8,1,no-skill,511,0
0xe6b0fb8a718080a8,1,skill-v1-sys,835,0
0xe6b0fb8a718080a8,1,skill-v1-user,856,0
0x68fbbbc1ce310080,1,no-skill,626,0
0x68fbbbc1ce310080,1,skill-v1-sys,950,0
0x68fbbbc1ce310080,1,skill-v1-user,971,0
0x6063c13dcf25039c,1,no-skill,457,0
0x6063c13dcf25039c,1,skill-v1-sys,781,0
0x6063c13dcf25039c,1,skill-v1-user,802,0
0xf7f2fc6c9ea054d,1,no-skill,564,0
0xf7f2fc6c9ea054d,1,skill-v1-sys,888,0
0xf7f2fc6c9ea054d,1,skill-v1-user,909,0
0x6d4ba1dd60b6dd38,1,no-skill,564,0
0x6d4ba1dd60b6dd38,1,skill-v1-sys,888,0
0x6d4ba1dd60b6dd38,1,skill-v1-user,909,0
0xe8fc338233c6aed6,1,no-skill,639,0
0xe8fc338233c6aed6,1,skill-v1-sys,963,0
0xe8fc338233c6aed6,1,skill-v1-user,984,0
0x9d3dbac4ff41362c,1,no-skill,822,0
0x9d3dbac4ff41362c,1,skill-v1-sys,1146,0
0x9d3dbac4ff41362c,1,skill-v1-user,1167,0
0x34f87e58c79cfbf1,1,no-skill,675,0
0x34f87e58c79cfbf1,1,skill-v1-sys,999,0
0x34f87e58c79cfbf1,1,skill-v1-user,1020,0
0xeaff841fde34322b,1,no-skill,399,0
0xeaff841fde34322b,1,skill-v1-sys,723,0
0xeaff841fde34322b,1,skill-v1-user,744,0
0x14157760d111a051,1,no-skill,533,0
0x14157760d111a051,1,skill-v1-sys,857,0
0x14157760d111a051,1,skill-v1-user,878,0
0x78ead72250cb02c9,1,no-skill,411,0
0x78ead72250cb02c9,1,skill-v1-sys,735,0
0x78ead72250cb02c9,1,skill-v1-user,756,0
0xcc168a454563a3d6,1,no-skill,677,0
0xcc168a454563a3d6,1,skill-v1-sys,1001,0
0xcc168a454563a3d6,1,skill-v1-user,1022,0
0x794fe0fc39f33233,1,no-skill,783,0
0x794fe0fc39f33233,1,skill-v1-sys,1107,0
0x794fe0fc39f33233,1,skill-v1-user,1128,0
0xbecf02b40ed244b3,1,no-skill,436,0
0xbecf02b40ed244b3,1,skill-v1-sys,760,0
0xbecf02b40ed244b3,1,skill-v1-user,781,0
0x9eb0c196d71ddec6,1,no-skill,467,0
0x9eb0c196d71ddec6,1,skill-v1-sys,791,0
0x9eb0c196d71ddec6,1,skill-v1-user,812,0
0xaef5c8a239b387be,1,no-skill,580,0
0xaef5c8a239b387be,1,skill-v1-sys,904,0
0xaef5c8a239b387be,1,skill-v1-user,925,0
0xbefbd511f9b7e927,1,no-skill,490,0
0xbefbd511f9b7e927,1,skill-v1-sys,814,0
0xbefbd511f9b7e927,1,skill-v1-user,835,0
0x887a67e1889f0962,1,no-skill,417,0
0x887a67e1889f0962,1,skill-v1-sys,741,0
0x887a67e1889f0962,1,skill-v1-user,762,0
0x5500f104a8384763,1,no-skill,557,0
0x5500f104a8384763,1,skill-v1-sys,881,0
0x5500f104a8384763,1,skill-v1-user,902,0
0x2fa64c9a366d2a8f,1,no-skill,495,0
0x2fa64c9a366d2a8f,1,skill-v1-sys,819,0
0x2fa64c9a366d2a8f,1,skill-v1-user,840,0
0xabda9b9d86d95c7c,1,no-skill,498,0
0xabda9b9d86d95c7c,1,skill-v1-sys,822,0
0xabda9b9d86d95c7c,1,skill-v1-user,843,0
0x3ddb31e9a87c4bc2,1,no-skill,382,0
0x3ddb31e9a87c4bc2,1,skill-v1-sys,706,0
0x3ddb31e9a87c4bc2,1,skill-v1-user,727,0
0xf346414f43d7cb52,1,no-skill,551,0
0xf346414f43d7cb52,1,skill-v1-sys,875,0
0xf346414f43d7cb52,1,skill-v1-user,896,0
0x7d846c0173c10884,1,no-skill,626,0
0x7d846c0173c10884,1,skill-v1-sys,950,0
0x7d846c0173c10884,1,skill-v1-user,971,0
0x6c9c04dbe52d0653,1,no-skill,842,0
0x6c9c04dbe52d0653,1,skill-v1-sys,1166,0
0x6c9c04dbe52d0653,1,skill-v1-user,1187,0
0xbbff3d39118953f0,1,no-skill,1695,0
0xbbff3d39118953f0,1,skill-v1-sys,2019,0
0xbbff3d39118953f0,1,skill-v1-user,2040,0
0x5df7ea5268ddcf94,1,no-skill,626,0
0x5df7ea5268ddcf94,1,skill-v1-sys,950,0
0x5df7ea5268ddcf94,1,skill-v1-user,971,0
0x5c88b35bc0c19cf9,1,no-skill,587,0
0x5c88b35bc0c19cf9,1,skill-v1-sys,911,0
0x5c88b35bc0c19cf9,1,skill-v1-user,932,0
0x49ed75b7d19e94ea,1,no-skill,1444,0
0x49ed75b7d19e94ea,1,skill-v1-sys,1768,0
0x49ed75b7d19e94ea,1,skill-v1-user,1789,0
0x62ed9cc6a4313a37,1,no-skill,1000,0
0x62ed9cc6a4313a37,1,skill-v1-sys,1324,0
0x62ed9cc6a4313a37,1,skill-v1-user,1345,0
0x79dbdb7d4691cc54,1,no-skill,718,0
0x79dbdb7d4691cc54,1,skill-v1-sys,1042,0
0x79dbdb7d4691cc54,1,skill-v1-user,1063,0
0x55ab8e3d07b8307,1,no-skill,495,0
0x55ab8e3d07b8307,1,skill-v1-sys,819,0
0x55ab8e3d07b8307,1,skill-v1-user,840,0
0x2817b1faabbd5be9,1,no-skill,581,0
0x2817b1faabbd5be9,1,skill-v1-sys,905,0
0x2817b1faabbd5be9,1,skill-v1-user,926,0
0xbc103be5c7ecdaad,1,no-skill,463,0
0xbc103be5c7ecdaad,1,skill-v1-sys,787,0
0xbc103be5c7ecdaad,1,skill-v1-user,808,0
0x436d3daca00d17d9,1,no-skill,9576,0
0x436d3daca00d17d9,1,skill-v1-sys,9900,0
0x436d3daca00d17d9,1,skill-v1-user,9921,0
0xcb98180d8a3b039b,1,no-skill,762,0
0xcb98180d8a3b039b,1,skill-v1-sys,1086,0
0xcb98180d8a3b039b,1,skill-v1-user,1107,0
0x833216a3a22cb68b,1,no-skill,630,0
0x833216a3a22cb68b,1,skill-v1-sys,954,0
0x833216a3a22cb68b,1,skill-v1-user,975,0
0x4c49644b6c4c37b5,1,no-skill,633,0
0x4c49644b6c4c37b5,1,skill-v1-sys,957,0
0x4c49644b6c4c37b5,1,skill-v1-user,978,0
0x65b5852385e9c4b1,1,no-skill,629,0
0x65b5852385e9c4b1,1,skill-v1-sys,953,0
0x65b5852385e9c4b1,1,skill-v1-user,974,0
0xf10aaee5db01becf,1,no-skill,559,0
0xf10aaee5db01becf,1,skill-v1-sys,883,0
0xf10aaee5db01becf,1,skill-v1-user,904,0
0xff1e77d44f0bb058,1,no-skill,438,0
0xff1e77d44f0bb058,1,skill-v1-sys,762,0
0xff1e77d44f0bb058,1,skill-v1-user,783,0
0xeb0239aa7f506df4,1,no-skill,538,0
0xeb0239aa7f506df4,1,skill-v1-sys,862,0
0xeb0239aa7f506df4,1,skill-v1-user,883,0
0xedc4b5013eefb83f,1,no-skill,1591,0
0xedc4b5013eefb83f,1,skill-v1-sys,1915,0
0xedc4b5013eefb83f,1,skill-v1-user,1936,0
0xb4eaef13775e6c73,1,no-skill,870,0
0xb4eaef13775e6c73,1,skill-v1-sys,1194,0
0xb4eaef13775e6c73,1,skill-v1-user,1215,0
0x76901945cbe2be2f,1,no-skill,513,0
0x76901945cbe2be2f,1,skill-v1-sys,837,0
0x76901945cbe2be2f,1,skill-v1-user,858,0
0xb612a624a124bee4,1,no-skill,896,0
0xb612a624a124bee4,1,skill-v1-sys,1220,0
0xb612a624a124bee4,1,skill-v1-user,1241,0
0x39d673c288a079ec,1,no-skill,1160,0
0x39d673c288a079ec,1,skill-v1-sys,1484,0
0x39d673c288a079ec,1,skill-v1-user,1505,0
0x945297ac86d1f2ec,1,no-skill,537,0
0x945297ac86d1f2ec,1,skill-v1-sys,861,0
0x945297ac86d1f2ec,1,skill-v1-user,882,0
0x6c00cce7f081b0b8,1,no-skill,606,0
0x6c00cce7f081b0b8,1,skill-v1-sys,930,0
0x6c00cce7f081b0b8,1,skill-v1-user,951,0
0xf59b30ad5e9eeb3a,1,no-skill,664,0
0xf59b30ad5e9eeb3a,1,skill-v1-sys,988,0
0xf59b30ad5e9eeb3a,1,skill-v1-user,1009,0
0xd9370476dff23bc6,1,no-skill,495,0
0xd9370476dff23bc6,1,skill-v1-sys,819,0
0xd9370476dff23bc6,1,skill-v1-user,840,0
0xfc0ceea97b764a4d,1,no-skill,533,0
0xfc0ceea97b764a4d,1,skill-v1-sys,857,0
0xfc0ceea97b764a4d,1,skill-v1-user,878,0
0xf7884e1b6a7df96c,1,no-skill,377,0
0xf7884e1b6a7df96c,1,skill-v1-sys,701,0
0xf7884e1b6a7df96c,1,skill-v1-user,722,0
0x1f4191ddce155b43,1,no-skill,496,0
0x1f4191ddce155b43,1,skill-v1-sys,820,0
0x1f4191ddce155b43,1,skill-v1-user,841,0
0x31227be9b44dd6f2,1,no-skill,604,0
0x31227be9b44dd6f2,1,skill-v1-sys,928,0
0x31227be9b44dd6f2,1,skill-v1-user,949,0
0xfd4cd6d8acbc25e4,1,no-skill,515,0
0xfd4cd6d8acbc25e4,1,skill-v1-sys,839,0
0xfd4cd6d8acbc25e4,1,skill-v1-user,860,0
0x56727635efa2ed41,1,no-skill,394,0
0x56727635efa2ed41,1,skill-v1-sys,718,0
0x56727635efa2ed41,1,skill-v1-user,739,0
0x1d286e1da7973e61,1,no-skill,505,0
0x1d286e1da7973e61,1,skill-v1-sys,829,0
0x1d286e1da7973e61,1,skill-v1-user,850,0
0x44d3ce552cda7cc,1,no-skill,701,0
0x44d3ce552cda7cc,1,skill-v1-sys,1025,0
0x44d3ce552cda7cc,1,skill-v1-user,1046,0
0x103acc22ad434a49,1,no-skill,551,0
0x103acc22ad434a49,1,skill-v1-sys,875,0
0x103acc22ad434a49,1,skill-v1-user,896,0
0x52833a479f46c276,1,no-skill,565,0
0x52833a479f46c276,1,skill-v1-sys,889,0
0x52833a479f46c276,1,skill-v1-user,910,0
0xc20a202e97fb06df,1,no-skill,1081,0
0xc20a202e97fb06df,1,skill-v1-sys,1405,0
0xc20a202e97fb06df,1,skill-v1-user,1426,0
0x94835a2057f2ab2a,1,no-skill,472,0
0x94835a2057f2ab2a,1,skill-v1-sys,796,0
0x94835a2057f2ab2a,1,skill-v1-user,817,0
0x2211d3a476c3058f,1,no-skill,417,0
0x2211d3a476c3058f,1,skill-v1-sys,741,0
0x2211d3a476c3058f,1,skill-v1-user,762,0
0x2e0c69c7259919ed,1,no-skill,454,0
0x2e0c69c7259919ed,1,skill-v1-sys,778,0
0x2e0c69c7259919ed,1,skill-v1-user,799,0
0x69883ee7200dcc60,1,no-skill,463,0
0x69883ee7200dcc60,1,skill-v1-sys,787,0
0x69883ee7200dcc60,1,skill-v1-user,808,0
0x8fc745e40e50142f,1,no-skill,849,0
0x8fc745e40e50142f,1,skill-v1-sys,1173,0
0x8fc745e40e50142f,1,skill-v1-user,1194,0
0x21b2fabff7d0fbe5,1,no-skill,399,0
0x21b2fabff7d0fbe5,1,skill-v1-sys,723,0
0x21b2fabff7d0fbe5,1,skill-v1-user,744,0
0x9752e2e5f7f5954f,1,no-skill,408,0
0x9752e2e5f7f5954f,1,skill-v1-sys,732,0
0x9752e2e5f7f5954f,1,skill-v1-user,753,0
0x547a2da247b50e52,1,no-skill,525,0
0x547a2da247b50e52,1,skill-v1-sys,849,0
0x547a2da247b50e52,1,skill-v1-user,870,0
0xf9e2280346884550,1,no-skill,391,0
0xf9e2280346884550,1,skill-v1-sys,715,0
0xf9e2280346884550,1,skill-v1-user,736,0
0xad1bf49b65181f8a,1,no-skill,630,0
0xad1bf49b65181f8a,1,skill-v1-sys,954,0
0xad1bf49b65181f8a,1,skill-v1-user,975,0
0xaf68b2f066e68832,1,no-skill,689,0
0xaf68b2f066e68832,1,skill-v1-sys,1013,0
0xaf68b2f066e68832,1,skill-v1-user,1034,0
0x5374c0237b6d9e0c,1,no-skill,699,0
0x5374c0237b6d9e0c,1,skill-v1-sys,1023,0
0x5374c0237b6d9e0c,1,skill-v1-user,1044,0
0x667f139dd468355c,1,no-skill,540,0
0x667f139dd468355c,1,skill-v1-sys,864,0
0x667f139dd468355c,1,skill-v1-user,885,0
0xd3fe3d9865842f68,1,no-skill,744,0
0xd3fe3d9865842f68,1,skill-v1-sys,1068,0
0xd3fe3d9865842f68,1,skill-v1-user,1089,0
0xb80313a7f951a2c1,1,no-skill,654,0
0xb80313a7f951a2c1,1,skill-v1-sys,978,0
0xb80313a7f951a2c1,1,skill-v1-user,999,0
0xda1abe22e1c80875,1,no-skill,579,0
